Continents,Country,Lat,Long,Place
Europe,Luxembourg,49.8158683,6.1296751,"Luxembourg, Luxembourg"
Europe,Russia,56.866557,53.2094166,"Izhevsk, Russia"
Europe,Belgium,51.2085526,3.226772,"Bruges, Belgium"
Europe,B&H,42.7173413,18.3394125,"Trebinje Srpska-Bih, Bosnia and Herzegovina"
Europe,Serbia,45.6717612,18.9817498,"Apatin, Serbia"
North America,USA,40.8078786,-73.9454154,"Harlem, New York"
South America,Venezuela,10.506098,-66.9146017,"Caracas, Venezuela"
Europe,B&H,45.1462208,17.2521619,"Bosanska Gradiska, Bosnia and Herzegovina"
North America,USA,33.2116975,-86.2781576,"Sylacauga, Alabama"
Europe,United Kingdom,55.8455828,-4.4239646,"Paisley, United Kingdom"
North America,USA,32.091299,-96.4646821,"Corsicana, Texas"
Europe,Germany,49.9740542,9.1493636,"Aschaffenburg, Germany"
Europe,Ireland,53.3497645,-6.2602732,"Dublin, Ireland"
Europe,Netherlands,52.0749456,4.2696802,"Den Haag, Netherlands"
Europe,Croatia,45.813177,15.977048,"Zagreb, Croatia"
North America,USA,35.4492404,-86.7888887,"Lewisburg, Tennessee"
North America,USA,42.6709176,-72.5495336,"Bernardston, Massachusetts"
North America,USA,34.8879397,-79.3661515,"Wagram, North Carolina"
South America,Brazil,-22.0183367,-47.890932,"Sao Carlos, Brazil"
North America,USA,42.3192548,-85.1824269,"Battle Creek, Michigan"
North America,USA,34.1361187,-117.865339,"Glendora, California"
Asia,PRC,31.2252985,121.4890497,"Shanghai, China"
Europe,Slovenia,46.509144,15.0790677,"Slovenj Gradec, Slovenia"
Asia,Turkey,40.6556669,29.2729091,"Yalova, Turkey"
Europe,Greece,39.5560869,21.7678844,"Trikala, Greece"
Europe,France,47.0617293,-0.8801349,"Cholet, France"
North America,USA,42.2942045,-83.3099303,"Inkster, Michigan"
Europe,Croatia,44.8701965,13.8455407,"Pula, Croatia"
North America,USA,39.1888874,-95.5697001,"Meriden, Kansas"
North America,USA,37.7781702,-81.1881557,"Beckley, West Virginia"
Asia,Georgia,41.6934591,44.8014495,"Tbilisi, Georgia"
Europe,Czechia,50.0385812,15.7791356,"Pardubice, Czech Republic"
South America,Brazil,-23.5506507,-46.6333824,"San Paulo, Brazil"
Europe,Serbia,45.3802683,20.3907614,"Zrenjanin, Serbia"
North America,USA,40.1481349,-89.3636569,"Lincoln, Illinois"
North America,USA,30.5182727,-82.94819,"Jasper, Florida"
Europe,France,46.0,2.0,"Cormeille-en-Parisis, France"
North America,USA,30.3960318,-88.8853645,"Biloxi, Mississippi"
Europe,Netherlands,51.9228934,4.4631786,"Rotterdam, Netherlands"
North America,USA,45.7813532,-122.5337433,"Battle Ground, Washington"
North America,USA,38.6249949,-90.1594531,"East St. Louis, Missouri"
South America,Brazil,-20.720278,-47.886667,"Orlandia, Brazil"
North America,USA,42.4966815,-96.4058782,"Sioux City, Iowa"
North America,USA,42.9132581,-85.7057035,"Wyoming, Michigan"
Europe,Poland,51.7687323,19.4569911,"Lodz, Poland"
Europe,Spain,41.9302021,2.2545943,"Vic, Spain"
Europe,Serbia,45.2551338,19.8451756,"Novi Sad, Serbia"
North America,USA,33.4503998,-88.8183872,"Starkville, Mississippi"
North America,USA,34.09751,-117.6483876,"Upland, California"
Europe,Netherlands,51.7202611,5.3648561,"Nederland, Texas"
North America,France,16.2706436,-61.5057749,"Les Abymes, Guadeloupe"
Europe,B&H,43.3416104,17.8030427,"Mostar, Bosnia and Herzegovina"
North America,USA,47.6742994,-116.7811531,"Coeur d'Alene, Idaho"
Europe,Lithuania,54.5562536,23.3503665,"Marijampole, Lithuania"
North America,USA,38.8035961,-76.9896573,"Oxon Hill, Maryland"
South America,Brazil,-25.4295963,-49.2712724,"Curitiba, Brazil"
Europe,Latvia,56.9493977,24.1051846,"Riga, Latvia"
North America,USA,29.2108147,-81.0228331,"Daytona, Florida"
North America,USA,43.207178,-71.537476,"Concord, New Hampshire"
North America,USA,42.6511674,-73.754968,"Albany, New York"
North America,USA,43.0072424,-96.0583138,"Orange City, Iowa"
South America,Argentina,-31.6186951,-60.7019561,"Santa Fe, Argentina"
Africa,South Sudan,7.6999269,27.9910035,"Wow, South Sudan"
North America,USA,30.6338092,-92.4192993,"Mamou, Louisiana"
North America,D.R.,18.5116478,-69.4799563,"San Pedro de Macoris, Dominican Republic"
North America,USA,38.9742502,-94.6851702,"Overland Park, Kansas"
North America,USA,31.5536678,-90.1072865,"Monticello, Mississippi"
Asia,Russia,55.0282171,82.9234509,"Novosibirsk, Russia"
North America,USA,43.3235158,-99.8941094,"Tripp, South Dakota"
Asia,South Korea,37.5666791,126.9782914,"Seoul, Republic of Korea"
Asia,Japan,35.444991,139.636768,"Yokohama, Japan"
Europe,Slovenia,46.2309234,15.2659932,"Celje, Slovenia"
South America,Brazil,-22.9213991,-43.1882138,"Santa Teresa, Brazil"
North America,USA,38.4210209,-121.4238414,"Laguna, California"
Europe,Slovenia,46.555628,15.64477,"Maribor, Slovenia"
North America,USA,34.2006479,-90.5702071,"Clarksdale, Mississippi"
South America,Uruguay,-34.9059039,-56.1913569,"Montevideo, Uruguay"
North America,USA,40.3334409,-74.6004341,"Plainsboro, New Jersey"
Europe,Spain,38.9736819,-5.8003669,"Villanueva de la Serena, Spain"
North America,USA,43.7748763,-88.4458033,"Fond du Lac, Wisconsin"
North America,USA,34.178216,-79.4006069,"Marion, South Carolina"
North America,USA,41.0339862,-73.7629097,"White Plains, New York"
North America,USA,41.5538091,-73.0438362,"Waterbury, Connecticut"
North America,USA,37.7249296,-122.1560768,"San Leandro, California"
North America,USA,37.6390972,-120.9968782,"Modesto, California"
Europe,Lithuania,55.7127529,21.1350469,"Klaipeda, Lithuania"
North America,USA,35.6009498,-82.5540161,"Asheville, North Carolina"
Europe,Russia,51.530018,46.034683,"Saratov, Russia"
South America,Argentina,-31.874029,-62.7160986,"Las Varillas, Argentina"
North America,USA,29.5293998,-95.2010447,"Friendswood, Texas"
Oceania,Australia,-35.2841955,138.6261912,"Hope Forest, Australia"
North America,USA,39.3113257,-94.922759,"Leavenworth, Kansas"
North America,France,14.6776144,-60.939021,"Le Robert, Martinique"
North America,USA,32.7918133,-93.055718,"Homer, Louisiana"
North America,USA,40.1728871,-74.9926688,"Holland, Pennsylvania"
North America,USA,39.2699565,-81.5506916,"Parkersburg, West Virginia"
North America,USA,34.3435092,-119.2956042,"Ventura, California"
North America,USA,41.289811,-73.9204922,"Peekskill, New York"
North America,USA,40.5834557,-74.1496048,"Staten Island, New York"
Europe,Italy,41.894802,12.4853384,"Rome, Italy"
North America,USA,39.3762145,-77.154704,"Mount Airy, Maryland"
North America,France,16.2328276,-61.7896133,"Pointe Noire, Guadeloupe"
Europe,Greece,35.5120831,24.0191544,"Hania, Greece"
South America,Argentina,33.7456,61.969,"Venado Tuerto, Argentina"
Europe,B&H,44.5391105,18.675193,"Tuzla, Bosnia and Herzegovina"
Asia,Turkey,39.7666813,30.5255947,"Eskisehir, Turkey"
North America,USA,28.8518171,-81.7108553,"Eustis, Florida"
North America,USA,38.8853963,-76.9159441,"Capitol Heights, Maryland"
North America,USA,29.6185669,-95.5377215,"Missouri City, Texas"
North America,USA,47.10529,-104.71246,"Glendive, Montana"
North America,USA,42.2830786,-87.9531303,"Libertyville, Illinois"
North America,USA,41.2963365,-92.6449612,"Oskaloosa, Iowa"
North America,USA,34.0739016,-117.3136547,"Colton, California"
North America,USA,40.6022059,-75.4712794,"Allentown, Pennsylvania"
Europe,Spain,28.2935785,-16.6214471,"Tenerife, Spain"
Europe,Switzerland,46.4602978,6.8418655,"Vevey, Switzerland"
North America,USA,33.9732275,-78.3858371,"Shallotte, North Carolina"
Europe,Greece,39.6383092,22.4160706,"Larissa, Greece"
North America,USA,34.7691867,-84.9702475,"Dalton, Georgia"
Europe,Italy,44.4936714,11.3430347,"Bologna, Italy"
North America,USA,36.5817089,-86.5163833,"Portland, Tennessee"
North America,USA,36.0625843,-94.1574328,"Fayetteville, Arkansas"
North America,USA,18.465299,-66.116666,"San Juan, Puerto Rico"
Europe,Ukraine,48.4680221,35.0417711,"Dnepropetrovsk, Ukraine"
North America,USA,34.1715875,-118.5428414,"Tarzana, California"
North America,USA,32.0073898,-97.1248321,"Hillsboro, Texas"
North America,D.R.,19.7444333,-70.8000756,"Puerto Plata, Dominican Republic"
Asia,PRC,22.663757,112.800109,"He Shan, China"
North America,USA,47.5048851,-111.2918908,"Great Falls, Montana"
Africa,Gabon,-0.7149116,8.7797434,"Port-Gentil, Gabon"
Europe,France,49.4404591,1.0939658,"Rouen, France"
North America,USA,33.0604215,-86.0516887,"Goodwater, Alabama"
Europe,Ukraine,48.0158753,37.8013407,"Donetsk, Ukraine"
Europe,Croatia,45.5548927,18.6953157,"Osijek, Croatia"
South America,Argentina,-34.6075682,-58.4370894,"Buenos Aires, Argentina"
North America,USA,33.6956461,-78.8900409,"Myrtle Beach, South Carolina"
North America,USA,42.2912093,-71.1244966,"Roslindale, Massachusetts"
North America,USA,32.4586695,-83.7319658,"Perry, Georgia"
North America,USA,28.6000625,-81.3427438,"Winter Park, Florida"
Europe,France,45.4401467,4.3873058,"Saint-Etienne, France"
Asia,Taiwan,22.6203348,120.3120375,"Kaohsiung, Taiwan"
Europe,France,49.1460831,0.2255168,"Lisieux, France"
North America,USA,61.2163129,-149.8948523,"Anchorage, Alaska"
Europe,Spain,39.5695818,2.6500745,"Palma de Mallorca, Spain"
Europe,Italy,45.238067,9.408656,"Sant'Angelo Lodigiano, Italy"
Asia,Iran,31.3229936,48.6793316,"Ahvaz, Islamic Republic of Iran"
North America,USA,37.6792135,-95.4572034,"Chanute, Kansas"
Oceania,Australia,-33.8548157,151.2164539,"Sydney, Australia"
North America,USA,33.7123305,-84.1051939,"Lithonia, Georgia"
North America,USA,34.1729044,-118.3740371,"North Hollywood, California"
North America,USA,31.318017,-95.4572993,"Crockett, Texas"
Europe,Germany,51.5,10.5,"Worzbach, Germany"
North America,USA,27.7703796,-82.6695085,"St. Petersburg, Florida"
North America,USA,37.2166779,-93.2920373,"Springfield, Missouri"
North America,USA,42.6829765,-89.0226793,"Janesville, Wisconsin"
Asia,PRC,39.0000001,116.0,"Hebei, China"
North America,France,16.2408636,-61.5334077,"Pointe-a-Pitre, Guadeloupe"
North America,USA,48.0074736,-121.7304882,"Snohomish, Washington"
Asia,Israel,32.0193121,34.7804076,"Holon, Israel"
North America,USA,40.6337136,-74.4073737,"Plainfield, New Jersey"
North America,USA,34.1033192,-117.5751735,"Rancho Cucamonga, California"
North America,USA,38.7651145,-76.8983059,"Clinton, Maryland"
North America,USA,36.4393192,-77.4444183,"Pleasant Grove, North Carolina"
North America,USA,33.5215013,-84.3538128,"Jonesboro, Georgia"
North America,USA,40.0028514,-75.2707469,"Wynnewood, Pennsylvania"
North America,USA,36.7568327,-90.3957115,"Poplar Bluff, Missouri"
North America,USA,34.2595715,-118.6023247,"Chatsworth, California"
Africa,Congo-Brazzaville,-0.7264327,15.6419155,"Brazzaville, Republic of the Congo"
North America,USA,32.8997997,-105.9603398,"Alamogordo, New Mexico"
Europe,Sweden,57.5080076,12.6970568,"Kinna, Sweden"
North America,USA,41.139981,-104.820246,"Cheyenne, Wyoming"
North America,USA,33.9412127,-84.2135309,"Norcross, Georgia"
North America,USA,39.8428215,-82.805646,"Canal Winchester, Ohio"
Africa,Tanzania,-6.8160837,39.2803583,"Dar es Salaam, United Republic of Tanzania"
Africa,Nigeria,10.3825318,7.8533226,"Kaduna, Nigeria"
North America,USA,44.7677424,-93.2777226,"Burnsville, Minnesota"
North America,USA,33.20763,-92.6662674,"El Dorado, Arkansas"
Asia,Turkey,40.182737,29.0678352,"Bursa, Turkey"
North America,USA,40.6409041,-74.3836416,"Fanwood, New Jersey"
North America,USA,26.8200607,-80.6653351,"Pahokee, Florida"
North America,USA,33.1281779,-91.9612427,"Crossett, Arkansas"
North America,USA,34.5793131,-118.1171108,"Palmdale, California"
Europe,Belgium,51.0538286,3.7250121,"Gent, Belgium"
North America,USA,33.6534427,-84.4493725,"College Park, Georgia"
Europe,Russia,59.938732,30.316229,"St. Petersburg, Russia"
North America,USA,33.4151117,-111.8314773,"Mesa, Arizona"
North America,USA,29.5571825,-95.8085623,"Rosenberg, Texas"
North America,Jamaica,18.3680645,-77.604408,"Trelawny, Jamaica"
North America,USA,27.4467056,-80.3256056,"Fort Pierce, Florida"
South America,France,4.9371143,-52.3258307,"Cayenne, French Guiana"
South America,Brazil,-26.3044898,-48.8486726,"Joinville, Brazil"
Europe,France,48.1762534,-2.7535644,"Loudeac, France"
North America,USA,35.6571367,-97.4649038,"Edmond, Oklahoma"
North America,USA,40.2114978,-74.7879399,"Morrisville, Pennsylvania"
North America,Mexico,21.5044414,-104.8946667,"Tepic, Mexico"
Africa,DR Congo,-11.6642316,27.4826264,"Lubumbashi, Democratic Republic of the Congo"
North America,USA,40.3042778,-73.9923596,"Long Branch, New Jersey"
North America,USA,38.8898478,-94.5313816,"Grandview, Missouri"
North America,USA,42.0911853,-76.5499445,"Lockwood, New York"
North America,USA,43.3081808,-73.642037,"Glens Falls, New York"
North America,USA,34.2978794,-83.8240663,"Gainesville, Georgia"
North America,USA,38.7946252,-90.519829,"St. Charles, Missouri"
North America,USA,37.8215929,-121.9999606,"Danville, California"
North America,USA,39.3398404,-74.5751484,"Linwood, New Jersey"
Europe,Italy,45.9562503,12.6597197,"Pordenone, Italy"
Europe,Switzerland,47.3723941,8.5423328,"Zurich, Switzerland"
North America,USA,44.9863892,-93.5715908,"Long Lake, Minnesota"
North America,USA,28.654276,-81.3237907,"Casselberry, Florida"
North America,USA,26.1667184,-80.2085565,"Lauderdale Lakes, Florida"
North America,USA,43.0494122,-88.0079271,"Wauwatosa, Wisconsin"
North America,USA,43.5391527,-89.0067778,"Randolph, Wisconsin"
North America,USA,38.951883,-92.3337366,"Columbia, Missouri"
Europe,Czechia,49.8349139,18.2820084,"Ostrava, Czech Republic"
Europe,Switzerland,46.5093268,6.498317,"Morges, Switzerland"
North America,USA,39.7972788,-84.3113334,"Trotwood, Ohio"
North America,USA,37.9485356,-122.5247031,"Greenbrae, California"
Oceania,New Zealand,-38.661326,178.0206487,"Gisborne, New Zealand"
North America,USA,36.1796007,-77.2235757,"Kelford, North Carolina"
Europe,Spain,39.4699014,-0.3759513,"Valencia, Spain"
North America,USA,33.732052,-84.9191081,"Villa Rica, Georgia"
Africa,Nigeria,6.3330586,5.6221058,"Benin City, Nigeria"
Europe,France,45.6707392,3.237799,"Saint-Maurice, France"
Europe,United Kingdom,51.2102305,-0.7981515,"Farnham, United Kingdom"
North America,USA,32.7529512,-117.1835214,"Mission Hills, California"
North America,USA,36.600256,-121.8946388,"Monterey, California"
North America,USA,33.8062166,-84.1457505,"Stone Mountain, Georgia"
Europe,Ukraine,46.4873195,30.7392776,"Odessa, Ukraine"
North America,USA,37.5455191,-77.4234124,"Henrico Valley, Virginia"
North America,USA,38.6581723,-77.2497049,"Woodbridge, Virginia"
North America,USA,38.5676202,-77.3280382,"Dumfries, Virginia"
South America,Brazil,-10.0,-55.0,"Juiz de Forz, Brazil"
North America,USA,38.6411854,-83.744365,"Maysville, Kentucky"
North America,Canada,43.590338,-79.645729,"Mississauga, Canada"
Europe,Germany,51.264018,7.1780374,"Wuppertal, Germany"
South America,Argentina,-32.2374316,-63.6619456,"Rio Tercero, Argentina"
Europe,Russia,50.595299,36.586933,"Belgorod, Russia"
Europe,Lithuania,55.4984381,25.6025772,"Utena, Lithuania"
North America,USA,38.8462236,-77.3063733,"Fairfax, Virginia"
North America,USA,36.3302284,-119.2920585,"Visalia, California"
Oceania,New Zealand,-38.1381493,176.252922,"Rotorua, New Zealand"
Europe,Macedonia,41.66667,21.75,"Skopje, FYR Macedonia"
North America,USA,32.701939,-97.1056248,"Arlington, Texas"
North America,USA,34.02332,-84.360022,"Roswell, Georgia"
North America,USA,42.6362052,-70.8431049,"Hamilton, Massachusetts"
North America,USA,41.8814197,-87.883117,"Bellwood, Illinois"
Europe,Italy,45.7759956,12.0450646,"Montebelluna, Italy"
North America,USA,34.6981064,-118.1366153,"Lancaster, California"
Oceania,Australia,-25.537583,152.7019182,"Maryborough, Australia"
Africa,Senegal,15.3688735,-16.4429778,"Kebemer, Senegal"
South America,Brazil,-30.0324999,-51.2303767,"Porto Alegre, Brazil"
North America,USA,36.1635362,-115.2071118,"Las Vegas, Arizona"
North America,USA,33.937517,-117.2305944,"Moreno Valley, California"
Europe,France,49.8465253,3.2876843,"Saint-Quentin, France"
North America,Mexico,28.5000001,-106.0000001,"Chihuahua, Mexico"
North America,USA,33.6170092,-117.9294401,"Newport Beach, California"
Europe,Germany,49.3165553,8.433615,"Speyer, Germany"
North America,USA,41.4730948,-87.0611412,"Valparaiso, Indiana"
North America,USA,41.4266361,-73.6788272,"Carmel, New York"
Europe,B&H,43.1507232,17.8338683,"Doboj, Bosnia and Herzegovina"
Europe,Ukraine,48.1164285,39.0886375,"Antratsit, Ukraine"
Asia,Israel,32.0877639,34.8859985,"Petah Tikva, Israel"
Europe,France,45.6963425,4.735948,"Lyon, France"
North America,USA,44.9475726,-93.3569023,"St. Louis Park, Minnesota"
Europe,Serbia,43.4581536,19.8156208,"Nova Varos, Serbia"
North America,USA,38.9670551,-76.8619166,"Lanham, Maryland"
Europe,Germany,52.2646577,10.5236066,"Braunschweig, Germany"
North America,USA,33.8644291,-118.0539323,"Cerritos, California"
North America,USA,45.5616075,-94.1642004,"St. Cloud, Minnesota"
Asia,Turkey,38.4219753,27.1541413,"Konak, Turkey"
Oceania,Australia,-27.4689682,153.0234991,"Brisbane, Australia"
North America,USA,38.7135498,-77.795367,"Warrenton, Virginia"
North America,Canada,50.000678,-86.000977,"Ontario, Canada"
South America,Brazil,-23.5324859,-46.7916801,"Osasco, Brazil"
North America,USA,41.4459142,-74.4224265,"Middletown, New York"
North America,Canada,43.6858146,-79.7599337,"Brampton, Canada"
North America,USA,39.9555928,-86.0138729,"Fishers, Indiana"
North America,USA,47.8012197,-120.6276904,"Chelan, Washington"
Oceania,Australia,-35.0765679,138.5757472,"Happy Valley, Australia"
North America,USA,33.6633386,-117.903317,"Costa Mesa, California"
North America,USA,33.4255056,-111.9400125,"Tempe, Arizona"
North America,USA,47.9078244,-97.0592028,"Grand Forks, North Dakota"
North America,USA,35.8814009,-106.2989958,"Los Alamos, New Mexico"
Europe,France,47.7467,7.3389275,"Mulhouse, France"
North America,USA,47.4799078,-122.2034496,"Renton, Washington"
North America,USA,42.5803122,-83.0302033,"Sterling Heights, Michigan"
North America,USA,41.6105938,-87.0641992,"Chesterton, Indiana"
North America,USA,32.5276503,-92.7140403,"Grambling, Louisiana"
Europe,Montenegro,42.4415238,19.2621081,"Podgorica, Montenegro"
North America,USA,42.3248426,-71.0950158,"Roxbury, Massachusetts"
North America,USA,42.4250964,-71.066163,"Malden, Massachusetts"
South America,Brazil,-22.8219014,-43.0309252,"Sao Goncalo, Brazil"
North America,USA,33.7440023,-90.7248187,"Cleveland, Mississippi"
North America,USA,29.9146493,-90.0539604,"Gretna, Louisiana"
North America,USA,33.0283854,-97.0867203,"Flower Mound, Texas"
North America,USA,42.7777829,-71.0767724,"Haverhill, Massachusetts"
North America,USA,42.2178171,-85.8911246,"Paw Paw, Michigan"
North America,USA,38.0951338,-76.8274659,"Montross, Virginia"
North America,USA,37.8500191,-99.7567932,"Spearville, Kansas"
North America,USA,40.7323235,-74.2348684,"Irvington, New Jersey"
North America,USA,35.756467,-84.2179718,"Antioch, Tennessee"
North America,USA,42.4153739,-71.1564428,"Arlington, Massachusetts"
North America,USA,43.7508284,-87.71453,"Sheboygan, Wisconsin"
South America,Brazil,-22.2343858,-45.9327241,"Pouso Alegre, Brazil"
Europe,Croatia,42.6499651,18.093652,"Dubrovnik, Croatia"
North America,USA,40.6178915,-75.3786521,"Bethlehem, Pennsylvania"
North America,USA,41.5894753,-88.057837,"Lockport, Illinois"
South America,Brazil,-23.5506507,-46.6333824,"Sao Paulo, Brazil"
North America,USA,29.5376944,-95.1220967,"Webster, Texas"
Europe,Serbia,45.7727669,19.114626,"Sombor, Serbia"
North America,USA,41.8616956,-88.1609031,"Winfield, Illinois"
Asia,Russia,56.488712,84.952324,"Tomsk, Russia"
North America,Canada,52.131802,-106.660767,"Saskatoon, Canada"
Europe,Serbia,43.9028683,22.2784785,"Zajecar, Serbia"
Africa,Tunisia,36.5013895,8.7811635,"Jendouba, Tunisia"
South America,Brazil,-19.9227318,-43.9450948,"Belo Horizonte, Brazil"
North America,USA,40.03813,-76.3056686,"Lancaster, Pennsylvania"
Europe,Germany,50.9929303,7.1277379,"Bergisch Gladbach, Germany"
Europe,Latvia,56.5048435,21.0070903,"Liepaja, Latvia"
North America,USA,41.1035786,-80.6520161,"Youngstown, Ohio"
Africa,Cape Verde,15.2272182,-23.1563014,"Maio, Cape Verde"
North America,USA,40.5382375,-74.3945173,"Edison, New Jersey"
North America,USA,32.844017,-97.1430671,"Bedford, Texas"
North America,USA,38.8791783,-99.3267702,"Hays, Kansas"
North America,USA,40.4667713,-74.6607144,"Belle Mead, New Jersey"
Europe,B&H,43.113402,17.7051041,"Capljina, Bosnia and Herzegovina"
Europe,Latvia,57.5391883,25.4216251,"Valmiera, Latvia"
Africa,Mali,14.443406,-11.437914,"Kayes, Mali"
North America,USA,41.3556187,-72.0997804,"New London, Connecticut"
North America,USA,45.5027976,-91.7331646,"Rice Lake, Wisconsin"
Africa,Cameroon,3.8689867,11.5213344,"Yaounde, Cameroon"
North America,The Bahamas,26.535681,-78.6953623,"Freeport, Bahamas"
Europe,Lithuania,54.6870458,25.2829111,"Vilnius, Lithuania"
North America,USA,42.194543,-71.1994976,"Norwood, Massachusetts"
Europe,France,43.5515198,7.0134418,"Cannes, France"
North America,USA,38.9340002,-76.8966397,"Landover, Maryland"
North America,Canada,43.453168,-80.494423,"Kitchener, Canada"
Africa,Senegal,14.582622,-17.034832,"Sindia, Senegal"
North America,USA,42.7070354,-71.1631137,"Lawrence, Massachusetts"
Europe,Greece,38.0546653,23.8081533,"Amarousio, Greece"
Europe,Austria,48.2083537,16.3725042,"Vienna, Austria"
North America,USA,41.5094771,-90.5787477,"Rock Island, Illinois"
Europe,Czechia,50.0874654,14.4212535,"Prague, Czech Republic"
Africa,Cameroon,4.0537386,9.6644366,"Douala, Cameroon"
North America,USA,37.6688205,-122.0807964,"Hayward, California"
North America,USA,43.150094,-77.6810141,"Monroe, New York"
North America,USA,36.3049177,-86.621443,"Hendersonville, Tennessee"
Europe,Germany,49.4093582,8.694724,"Heidelberg, Germany"
